date,region,course,off,race_name,race_type,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2023-01-28,GB,Kempton (AW),6:00,Try Our New Price Boosts At Unibet Fillies Handicap,Flat,0-70,4yo+,F,7f,7f,1408,Standard To Slow,6,1,6,5,10.5,1,Queen Of Burgundy (GB),7,M,132,t,1:28.04,88.04,6.00,Frederick Larson,Michael Appleby,,70,55,Lethal Force (IRE),Empress Adelaide GB,Pivotal,Mrs Donna Hopkins,Led - headed and lost position over 1f out - weakened final furlong (jockey said mare stopped quickly)(op 17/2 tchd 9/2)
2023-01-28,GB,Kempton (AW),8:00,Unibet Extra Place Offers Every Day Fillies Handicap,Flat,0-70,4yo+,F,6f,6f,1207,Standard To Slow,7,1,1,1,0,0,Rogue Missile (GB),5,M,135,,1:12.32,72.32,4.00,Tom Marquand,Tom Clover,4187.20,70,79,Dandy Man (IRE),Confusing GB,Refuse To Bend,The Rogues Gallery,In touch with leaders - switched left and ridden over 2f out - kept on strongly inside final furlong - led final strides(op 5/2)
2023-01-28,GB,Kempton (AW),8:00,Unibet Extra Place Offers Every Day Fillies Handicap,Flat,0-70,4yo+,F,6f,6f,1207,Standard To Slow,7,5,2,2,0.3,0.3,Kensington Agent (FR),4,F,127,,1:12.38,72.38,3.25,Clifford Lee,Tony Carroll,1964.80,62,70,Elusive City (USA),Agent Kensington GB,Mujahid,Wedgewood Estates,Prominent - ridden to lead under 2f out - kept on well but headed final strides(op 7/2)
2023-01-28,GB,Kempton (AW),8:00,Unibet Extra Place Offers Every Day Fillies Handicap,Flat,0-70,4yo+,F,6f,6f,1207,Standard To Slow,7,2,3,5,1,0.75,Starsong (IRE),4,F,132,p,1:12.52,72.52,10.00,Theodore Ladd,Michael Appleby,981.60,67,72,Starspangledbanner (AUS),Meetyouatthemoon (IRE),Excelebration,Mick Appleby Racing,Taken down early - took keen hold - held up in rear - ridden and headway on inner 2f out - briefly went second inside final furlong - kept on(op 17/2 tchd 15/2)
2023-01-28,GB,Kempton (AW),8:00,Unibet Extra Place Offers Every Day Fillies Handicap,Flat,0-70,4yo+,F,6f,6f,1207,Standard To Slow,7,7,4,7,1.75,0.75,Camachess (IRE),7,M,118,,1:12.67,72.67,26.00,Adam Farragher,Philip McBride,491.20,56,59,Camacho (GB),Heeby Jeeby GB,Lawman,The Narc Partnership,Midfield - switched left and ridden over 2f out - went fourth and kept on inside final furlong - not reach leaders(op 20/1)
2023-01-28,GB,Kempton (AW),8:00,Unibet Extra Place Offers Every Day Fillies Handicap,Flat,0-70,4yo+,F,6f,6f,1207,Standard To Slow,7,4,5,4,5.25,3.5,Sharron Macready (IRE),4,F,128,,1:13.37,73.37,19.00,Laura Pearson,David Loughnane,244.80,66,58,Mehmas (IRE),Foreplay (IRE),Lujain,David Lowe,Took keen hold - pressed leader - led over 4f out - ridden and headed under 2f out - lost position and beaten inside final furlong - soon weakened(op 25/1 tchd 16/1)
2023-01-28,GB,Kempton (AW),8:00,Unibet Extra Place Offers Every Day Fillies Handicap,Flat,0-70,4yo+,F,6f,6f,1207,Standard To Slow,7,3,6,3,7,1.75,Cool Lightning (IRE),4,F,132,,1:13.72,73.72,3.25,Rossa Ryan,James Tate,,67,53,Exceed And Excel (AUS),Cool Thunder (IRE),Shamardal,Sheikh Juma Dalmook Al Maktoum,Awkward start - took keen hold - led narrowly - headed and raced in second over 4f out - ridden and lost second 2f out - soon lost position - weakened from over 1f out (jockey said filly ran too free)(op 2/1)
2023-01-28,GB,Kempton (AW),8:00,Unibet Extra Place Offers Every Day Fillies Handicap,Flat,0-70,4yo+,F,6f,6f,1207,Standard To Slow,7,6,7,6,11.5,4.5,Annie Gale (IRE),4,F,123,,1:14.62,74.62,12.00,Daniel Muscutt,James Fanshawe,,58,30,No Nay Never (USA),Double Fantasy (GER),Indian Ridge,Fred Archer Racing   Minting,Always towards rear(op 15/2)
2023-01-28,GB,Kempton (AW),6:30,Unibet Supports Safe Gambling Restricted Maiden Stakes (For horses In Bands B C And D) (GBB Race),Flat,,3-5yo,,1m,8f,1609,Standard To Slow,13,6,1,14,0,0,Aclaimed Art (IRE),3,C,122,p,1:40.69,100.69,5.00,Clifford Lee,James Tate,3780,–,74,Aclaim (IRE),Aloisi GB,Kalanisi,Sheikh Juma Dalmook Al Maktoum,Soon led - ran green and ducked left over 2f out - soon ridden - headed but battled back over 1f out - led again final 110yds - kept on well(op 13/2)
2023-01-28,GB,Kempton (AW),6:30,Unibet Supports Safe Gambling Restricted Maiden Stakes (For horses In Bands B C And D) (GBB Race),Flat,,3-5yo,,1m,8f,1609,Standard To Slow,13,11,2,8,0.1,0.1,Goldkit (FR),3,F,117,,1:40.71,100.71,15.00,Kieran ONeill,Paul & Oliver Cole,1774.50,–,68,Olympic Glory (IRE),Kits (FR),Siyouni,Frank Stella,Prominent - ridden and made sustained challenge 2f out - went second and kept on strongly inside final 110yds - just held(op 16/1 tchd 12/1)
2023-01-28,GB,Kempton (AW),6:30,Unibet Supports Safe Gambling Restricted Maiden Stakes (For horses In Bands B C And D) (GBB Race),Flat,,3-5yo,,1m,8f,1609,Standard To Slow,13,8,3,6,0.75,0.75,Karakoy (GB),3,G,120,,1:40.84,100.84,8.50,Trevor Whelan,Harry & Roger Charlton,887.60,–,70,Golden Horn (GB),Souville GB,Dalakhani,Paul Inglett And Partner,Raced in second - lost second and prominent 6f out - ridden and every chance when went second again 2f out - led narrowly over 1f out - headed final 110yds - lost second and no extra inside final 110yds(op 6/1 tchd 11/2)
2023-01-28,GB,Kempton (AW),6:30,Unibet Supports Safe Gambling Restricted Maiden Stakes (For horses In Bands B C And D) (GBB Race),Flat,,3-5yo,,1m,8f,1609,Standard To Slow,13,1,4,13,4.75,4,Cotopaxi Moon (GB),4,G,142,,1:41.64,101.64,1.57,Daniel Muscutt,James Ferguson,443.80,–,67,Farhh (GB),Patroness GB,Dubawi,Alice And Christopher Osborne,Prominent - went second 6f out - ridden and lost two places 2f out - soon outpaced - well held final furlong(op 8/15)
2023-01-28,GB,Kempton (AW),6:30,Unibet Supports Safe Gambling Restricted Maiden Stakes (For horses In Bands B C And D) (GBB Race),Flat,,3-5yo,,1m,8f,1609,Standard To Slow,13,2,5,5,5.25,0.3,Tables Turned (GB),4,G,135,h,1:41.74,101.74,101.00,Mohammed Tabti,Jean-Rene Auvray,,–,66,Ulysses (IRE),Mesa Fresca (USA),Sky Mesa,Nigel Kelly Jr Auvray Racing,Slowly into stride - in rear - ridden and still plenty to do 2f out - headway and kept on well final furlong - never near to challenge(op 66/1)
2023-01-28,GB,Kempton (AW),6:30,Unibet Supports Safe Gambling Restricted Maiden Stakes (For horses In Bands B C And D) (GBB Race),Flat,,3-5yo,,1m,8f,1609,Standard To Slow,13,10,6,1,5.5,0.3,Lexington Hero (GB),3,G,111,,1:41.79,101.79,23.00,Rose Dawes,Jack Channon,,–,57,Massaat (IRE),Lexington Rose GB,Captain Gerrard,R Kent,Towards rear - pushed along and some headway on inner over 1f out - kept on inside final furlong - never near to challenge(tchd 20/1)
2023-01-28,GB,Kempton (AW),6:30,Unibet Supports Safe Gambling Restricted Maiden Stakes (For horses In Bands B C And D) (GBB Race),Flat,,3-5yo,,1m,8f,1609,Standard To Slow,13,14,7,12,6.5,1,Saratoga Spirit (GB),3,F,114,,1:41.99,101.99,41.00,Jimmy Quinn,Charles Hills,,–,50,Tasleet (GB),Lady Sylvia GB,Haafhd,David J Keast Mrs Wendy Soliman,Took keen hold - in touch with leaders - ridden over 2f out - outpaced and well held from over 1f out(op 25/1 tchd 50/1)
2023-01-28,GB,Kempton (AW),6:30,Unibet Supports Safe Gambling Restricted Maiden Stakes (For horses In Bands B C And D) (GBB Race),Flat,,3-5yo,,1m,8f,1609,Standard To Slow,13,12,8,10,9,2.5,Caramay (GB),3,F,115,,1:42.49,102.49,201.00,Cam Hardie,William Muir & Chris Grassick,,–,45,Lethal Force (IRE),Loveisreckless (IRE),Mount Nelson,John Omulloy,Towards rear - short of room and hampered soon after start - ridden over 2f out - made no telling impression (jockey said filly suffered interference leaving the stalls)(op 125/1)
2023-01-28,GB,Kempton (AW),6:30,Unibet Supports Safe Gambling Restricted Maiden Stakes (For horses In Bands B C And D) (GBB Race),Flat,,3-5yo,,1m,8f,1609,Standard To Slow,13,5,9,11,9,0.1,Cherwell (GB),4,F,133,,1:42.51,102.51,81.00,Charles Bishop,Eve Johnson Houghton,,–,48,Cityscape (GB),Golden Waters GB,Dubai Destination,R F Johnson Houghton,Slowly into stride - never better than mid-division - ridden over 2f out - made no telling impression(op 50/1 tchd 100/1)
2023-01-28,GB,Kempton (AW),6:30,Unibet Supports Safe Gambling Restricted Maiden Stakes (For horses In Bands B C And D) (GBB Race),Flat,,3-5yo,,1m,8f,1609,Standard To Slow,13,13,10,3,9.75,0.75,Exquisite Beauty (GB),3,F,114,,1:42.64,102.64,41.00,Franny Norton,William Jarvis,,–,42,Bobbys Kitten (USA),Salome (FR),Fuisse,Paul Malone Damien Tiernan,Never better than mid-division - ridden over 2f out - soon struggling - weakened from over 1f out(tchd 50/1)
2023-01-28,GB,Kempton (AW),6:30,Unibet Supports Safe Gambling Restricted Maiden Stakes (For horses In Bands B C And D) (GBB Race),Flat,,3-5yo,,1m,8f,1609,Standard To Slow,13,4,11,4,10,0.3,Sapperdean (GB),4,G,138,,1:42.69,102.69,126.00,Rhys Clutterbuck,Luke Dace,,–,50,Adaay (IRE),Beleave GB,Avonbridge,The Hamptons Racing Partnership,Took keen hold - always towards rear(op 66/1)
2023-01-28,GB,Kempton (AW),6:30,Unibet Supports Safe Gambling Restricted Maiden Stakes (For horses In Bands B C And D) (GBB Race),Flat,,3-5yo,,1m,8f,1609,Standard To Slow,13,3,12,7,12.5,2.5,Memberry (GB),4,G,135,,1:43.19,103.19,201.00,George Bass,Geoffrey Deacon,,–,44,Heeraat (IRE),Glastonberry GB,Piccolo,Let Me Tell You,Took keen hold - in touch with leaders - ridden over 2f out - soon outpaced - weakened from over 1f out(op 150/1)
2023-01-28,GB,Kempton (AW),6:30,Unibet Supports Safe Gambling Restricted Maiden Stakes (For horses In Bands B C And D) (GBB Race),Flat,,3-5yo,,1m,8f,1609,Standard To Slow,13,9,13,9,23.5,11,Papal Music (IRE),3,G,120,,1:45.39,105.39,11.00,Saffie Osborne,Clive Cox,,–,15,Gregorian (IRE),Kabaya (FR),Stormy River,Kennet Valley Thoroughbreds Xiii,Slowly into stride - raced in last - ridden and became detached halfway - well behind final furlong
2023-01-28,GB,Kempton (AW),8:30,Every Race Live On Racing TV Handicap,Flat,0-60,4yo+,,2m,16f,3217,Standard To Slow,10,1,1,5,0,0,Tibbie Dunbar (GB),7,M,139,,3:35.34,215.34,10.00,Callum Shepherd,Stuart Kittow,3140.40,61,73,Poets Voice (GB),Gold Approach GB,New Approach,John Urquhart,Held up in midfield - ridden and headway to challenge over 1f out - led inside final furlong - ran on(op 10/1 tchd 11/1)
2023-01-28,GB,Kempton (AW),8:30,Every Race Live On Racing TV Handicap,Flat,0-60,4yo+,,2m,16f,3217,Standard To Slow,10,10,2,6,2.5,2.5,Swaffham Bulbeck (IRE),9,G,131,,3:35.84,215.84,2.62,Cam Hardie,Stuart Edmunds,1473.60,53,60,Jeremy (USA),Ballygologue (IRE),Montjeu,D Bassom P Cardosi,Raced in second - lost second and prominent with one circuit to go - ridden and went second again over 2f out - every chance 2f out - no impression and held final 110yds(op 6/5)
2023-01-28,GB,Kempton (AW),8:30,Every Race Live On Racing TV Handicap,Flat,0-60,4yo+,,2m,16f,3217,Standard To Slow,10,4,3,11,3.75,1.25,Cheng Gong (GB),7,G,138,v,3:36.09,216.09,51.00,Trevor Whelan,Neil King,736.20,60,66,Archipenko (USA),Kinetica GB,Stormy Atlantic,Three Kingdoms Racing,Led - ridden over 2f out - hung right from over 1f out - headed and lost two places from over 1f out (jockey said gelding hung right-handed)
2023-01-28,GB,Kempton (AW),8:30,Every Race Live On Racing TV Handicap,Flat,0-60,4yo+,,2m,16f,3217,Standard To Slow,10,3,4,2,4.5,0.75,Isayalittleprayer (GB),6,M,138,p,3:36.24,216.24,10.00,Rhys Clutterbuck,Gary Moore,368.40,60,65,Nathaniel (IRE),I Say (IRE),Oratorio,Heart Of The South Racing 117,Held up in rear - ridden and headway on inner over 1f out - no impression inside final furlong(op 10/1 tchd 8/1)
2023-01-28,GB,Kempton (AW),8:30,Every Race Live On Racing TV Handicap,Flat,0-60,4yo+,,2m,16f,3217,Standard To Slow,10,9,5,1,5.75,1.25,Abstract (IRE),5,G,132,,3:36.49,216.49,12.00,Clifford Lee,Tony Carroll,183.60,54,57,Sea The Stars (IRE),Sense Of Purpose (IRE),Galileo,Khdrp,Midfield - ridden over 2f out - no impression and held final furlong(op 11/2)
2023-01-28,GB,Kempton (AW),8:30,Every Race Live On Racing TV Handicap,Flat,0-60,4yo+,,2m,16f,3217,Standard To Slow,10,5,6,10,7.5,1.75,Rays The One (GB),6,G,134,,3:36.84,216.84,17.00,Oliver Stammers,Mark Pattinson,,59,61,Mount Nelson (GB),Tenpence GB,Bob Back,M I Pattinson Racing,Held up in rear - ridden over 2f out - minor headway final furlong - never on terms(op 22/1)
2023-01-28,GB,Kempton (AW),8:30,Every Race Live On Racing TV Handicap,Flat,0-60,4yo+,,2m,16f,3217,Standard To Slow,10,11,7,8,10.25,2.75,Ballet Blanc (GB),4,F,130,,3:37.39,217.39,29.00,George Rooke,Amanda Perrett,,57,55,Highland Reel (IRE),Bouvardia GB,Oasis Dream,Amanda Perrett Partners,Took keen hold - in touch with leaders - ridden and raced wide home turn - weakened under 2f out(op 20/1 tchd 18/1)
2023-01-28,GB,Kempton (AW),8:30,Every Race Live On Racing TV Handicap,Flat,0-60,4yo+,,2m,16f,3217,Standard To Slow,10,8,8,3,10.5,0.3,Fighting Poet (IRE),5,G,135,t,3:37.44,217.44,3.25,Daniel Muscutt,Richard Phillips,,57,55,The Gurkha (IRE),Inkling (USA),Seeking The Gold,Richard Phillips Racing Syndicate,Prominent - ridden over 2f out - weakened from over 1f out(op 5/1)
2023-01-28,GB,Kempton (AW),8:30,Every Race Live On Racing TV Handicap,Flat,0-60,4yo+,,2m,16f,3217,Standard To Slow,10,2,9,9,12,1.5,Presuming Ed (IRE),8,G,138,,3:37.74,217.74,21.00,Thore Hammer Hansen,Adam West,,60,56,Westerner (GB),Maracana (IRE),Glacial Storm,All Seasons Racing And C Parker,Taken down early - steadied start - held up in rear - headway and went second with one circuit to go - ridden and hung right when lost position over 2f out - soon weakened(op 25/1)
2023-01-28,GB,Kempton (AW),8:30,Every Race Live On Racing TV Handicap,Flat,0-60,4yo+,,2m,16f,3217,Standard To Slow,10,6,10,7,12.75,0.75,Gold Souk (IRE),6,G,136,,3:37.89,217.89,17.00,William Cox,Daniel Steele,,58,54,Casamento (IRE),Dubai Sunrise (USA),Seeking The Gold,Sam Tingey Charlie Tingey,Always towards rear(op 20/1 tchd 22/1)
2023-01-28,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Classified Stakes,Flat,0-50,4yo+,,7f,7f,1408,Standard To Slow,13,6,1,3,0,0,Elegant Ellen (FR),5,M,125,h,1:26.27,86.27,5.50,Adam Farragher,Amy Murphy,3140.40,47,57,Shalaa (IRE),Lily Of The Lake (FR),Dylan Thomas,Just Back The Boreen,Took keen hold - prominent - ridden 2f out - headway and went second 1f out - led inside final furlong - ran on well(op 6/1 tchd 4/1)
2023-01-28,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Classified Stakes,Flat,0-50,4yo+,,7f,7f,1408,Standard To Slow,13,5,2,4,2.5,2.5,Eastern Star (IRE),7,M,125,,1:26.77,86.77,8.00,Mollie Phillips,Tony Carroll,1473.60,50,50,Dylan Thomas (IRE),Sweet Surprise (IRE),Danetime,The Fruit Flow Partners,Took keen hold - led - ridden over 1f out - headed and no extra inside final furlong
2023-01-28,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Classified Stakes,Flat,0-50,4yo+,,7f,7f,1408,Standard To Slow,13,13,3,2,2.75,0.2,Shamshon (IRE),12,G,123,,1:26.86,86.86,10.00,Luke Catton,Stuart Williams,736.20,48,49,Invincible Spirit (IRE),Greenisland (IRE),Fasliyev,Stuart C Williams,Disputing second - ridden 2f out - lost second 1f out - kept on but held inside final furlong(op 11/2 tchd 10/1)
2023-01-28,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Classified Stakes,Flat,0-50,4yo+,,7f,7f,1408,Standard To Slow,13,8,4,7,3.75,1,Fast Flo (GB),4,F,128,hb,1:27.02,87.02,101.00,Kieran ONeill,Christine Dunnett,368.40,42,47,Garswood (GB),College Doll GB,Piccolo,Mrs Christine Dunnett,Slowly into stride - towards rear of midfield - switched left and ridden over 2f out - headway but hung right over 1f out - went fourth and kept on inside final 110yds - not reach leaders (jockey said filly hung right-handed)(op 66/1)
2023-01-28,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Classified Stakes,Flat,0-50,4yo+,,7f,7f,1408,Standard To Slow,13,11,5,12,4.25,0.5,River Chorus (IRE),5,M,128,,1:27.12,87.12,6.00,Rossa Ryan,Phil McEntee,183.60,50,45,Mehmas (IRE),Scarlet Pimpernel GB,Sir Percy,Carol David Whymark,Prominent - ridden and switched left 2f out - no impression and held when lost fourth inside final furlong - bled from the nose (vet reported mare bled from the nose)(op 7/1)
2023-01-28,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Classified Stakes,Flat,0-50,4yo+,,7f,7f,1408,Standard To Slow,13,7,6,13,4.75,0.5,Fact Or Fable (IRE),6,G,128,p,1:27.22,87.22,15.00,Charles Bishop,J S Moore,,44,44,Alhebayeb (IRE),Unreal GB,Dansili,Mrs Wendy Jarrett J S Moore,Took keen hold - midfield - ridden under 2f out - kept on and briefly went fourth final 110yds - no impression towards finish(op 12/1)
2023-01-28,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Classified Stakes,Flat,0-50,4yo+,,7f,7f,1408,Standard To Slow,13,10,7,9,5.25,0.5,No Diggity (IRE),7,G,128,b,1:27.32,87.32,17.00,Stefano Cherchi,John Butler,,47,43,Sir Prancealot (IRE),Monarchy (IRE),Common Grounds,Roberto Favarulo,Reared start - held up in rear - switched right 2f out - ridden and headway over 1f out - no impression final 110yds (jockey said gelding reared as the stalls opened and as a result was slowly away)(op 12/1)
2023-01-28,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Classified Stakes,Flat,0-50,4yo+,,7f,7f,1408,Standard To Slow,13,12,8,1,9.25,4,Secret Tryst (GB),4,F,128,h,1:28.12,88.12,6.00,Tom Marquand,William Knight,,48,32,Brazen Beau (AUS),Keep The Secret GB,Sakhees Secret,Mr Mrs N Welby,Took keen hold - disputing second - ridden 2f out - lost position and beaten 1f out - soon weakened (jockey said filly ran too free)(op 4/1)
2023-01-28,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Classified Stakes,Flat,0-50,4yo+,,7f,7f,1408,Standard To Slow,13,14,9,5,13,3.75,Six OClock Swill (GB),5,G,125,t,1:28.87,88.87,23.00,Oliver Stammers,Mark Pattinson,,50,22,Bobbys Kitten (USA),Golden Bottle (USA),Giants Causeway,G B Partnership,In touch with leaders - ridden 2f out - weakened final furlong(op 28/1)
2023-01-28,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Classified Stakes,Flat,0-50,4yo+,,7f,7f,1408,Standard To Slow,13,3,10,10,13,0.1,Christines Angel (IRE),6,M,123,,1:28.89,88.89,13.00,Jonathan Fisher,Tony Carroll,,47,22,Gutaifan (IRE),Salmon Rose (IRE),Iffraaj,A W Carroll,Steadied start - always towards rear(tchd 14/1)
2023-01-28,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Classified Stakes,Flat,0-50,4yo+,,7f,7f,1408,Standard To Slow,13,2,11,14,13.75,0.75,Chloellie (GB),8,M,128,v,1:29.02,89.02,12.00,Clifford Lee,J R Jenkins,,44,19,Delegator (GB),Caramelita GB,Deportivo,All Weather Racing Club,Prominent - ridden under 3f out - weakened over 1f out(op 14/1 tchd 10/1)
2023-01-28,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Classified Stakes,Flat,0-50,4yo+,,7f,7f,1408,Standard To Slow,13,9,12,11,19.25,5.5,Naadyaa (GB),4,F,128,v,1:30.12,90.12,19.00,Thore Hammer Hansen,Joseph Parr,,50,5,Muhaarar (GB),Nasmatt GB,Danehill,The Skills People Group Ltd,Midfield on outer - ridden under 3f out - weakened and behind final furlong(tchd 16/1 and tchd 20/1)
2023-01-28,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Classified Stakes,Flat,0-50,4yo+,,7f,7f,1408,Standard To Slow,13,1,13,8,22.5,3.25,Axel Jacklin (GB),7,G,128,b,1:30.77,90.77,9.50,Joey Haynes,Chelsea Banham,,48,–,Iffraaj (GB),Reroute (IRE),Acclamation,A Searle,Midfield - lost position and dropped to rear 4f out - behind final furlong(op 13/2 tchd 10/1)
2023-02-01,GB,Kempton (AW),7:00,Unibet 3 Uniboosts A Day Handicap (London Mile Series Qualifier),Flat,0-105,4yo+,,1m,8f,1609,Standard To Slow,9,1,1,3,0,0,Positive (GB),6,G,135,,1:37.92,97.92,3.25,Adam Kirby,Clive Cox,12885,101,112,Dutch Art (GB),Osipova GB,Makfi,A D Spence,Prominent - hung right 2f out - ridden when on outer from over 1f out - made sustained challenge inside final furlong - bumped inside final 110yds - kept on and led final stride(tchd 11/5)
2023-02-01,GB,Kempton (AW),7:00,Unibet 3 Uniboosts A Day Handicap (London Mile Series Qualifier),Flat,0-105,4yo+,,1m,8f,1609,Standard To Slow,9,10,2,1,0.1,0.1,Naval Commander (GB),6,G,122,,1:37.94,97.94,11.00,Kieran ONeill,Robyn Brisland,6042.50,88,98,French Navy (GB),Quail Landing GB,Mark Of Esteem,Mrs Jackie Cornwell And Mrs Jo Brisland,Pressed leader - prominent 5f out - pressed leader again 2f out - led over 1f out - ridden and drifted left when faced sustained challenge inside final furlong - bumped rival inside final 110yds - headed final stride(op 9/1 tchd 17/2)
